barcode,description
8000270018004,04.MINI.TOSTAS.ORTIZ
8410300356370,70.YAKISOBA.POLLO
8410199019165,65.MIX.ORIGINAL
8436032230603,03.TOSTAS.MEXICANA.CHEF
8436032230689,89.TOSTAS.QUESOS.CHEF
8436032230597,97.TOSTAS.KEBAB.P.CHEF
8436032230627,27.TOSTAS.ATUN.CHEF
8423128101077,77.BURGER.BUEY.VACA
8436021259080,80.PIZZA.KEBAB.MIA
8436021258489,89.PIZZA.POLLO.BARBA.MIA
8437009575741,41.BASES.PIZZA.SIN/G
8410175013903,03.H.B.VERDURA.POLLO
8410175014030,30.H.B.VERDURA.PESCADILLA
8410175014207,07.H.B.GUISANTES.JAMON
8410175014108,08.H.B.VERDURAS.CREMA
5060166690984,84.MOSTER.VERDE.250ML
84164018,18.HALLS.EXT.STRONG
8410034540014,14.HALLS.R.MIEL.MENTOL
8410034504191,91.HALLS.R.EUCALIPTUS
8410034546153,53.HALLS.R.LIMON.MENTOL
8410034548157,57.HALLS.R.REGALIZ.MENTOL
8480012026892,92.TORTITAS.ARROZ.IFA
8480012026908,08.TORTITAS.MAIZ
8445290715975,75.JUNGLY.BARRITAS.NESTLE
8445291277748,48.CRUNCH.SNACK.NESTLY
8445291111165,65.EXTRAFIN.BARRITAS.NESTLE
8445291035614,14.MILKYBAR.BARRITAS.NESTLE
8434165660182,82.FLAKERS.BOMBAZO.CUETARA
8422114072964,64.TOTAS.FUET.130G
8422114052966,66.TOTAS.BARBACOA.130G
8422114082963,63.TOTAS.JALAPEÑO.QUESO
8422114612962,62.TOTAS.QUESO.CEBOLLA
8422114142964,64.TOTAS.ONDULADAS.JAMON
8422114042967,67.TOTAS.SAL.VINAGRE
8410436480451,51.VERNEL.DELICADO.60D
8436568782003,03.ENERYETI.CREAM
8001841566696,96.PERLAS.LENOR.CLASSICS
8006540758915,46.PERLAS.LENOR.ALPES
8006540758946,46.PERLAS.LENOR.FRESCOR
4005808584864,64.CREMA.MANO.OLIVA
42417637,37.CREMA.MANO.INTENSIVO
8480012031452,52.CAFE.MACCHIATTO
8480012031438,38CAFE.CAPUCCINO
8480012031445,45.CAFE.EXPRESSO
8480012039441,41.CAFE.DESCAFEINADO
8410740922593,93.GALLETAS.LACASITOS.48G
8480012032718,18.REMOLACHA.RODAJAS
8480012005897,97.LENTEJAS.COCIDAS
8410500029531,DANONE.FRESA
8480012029688,88.ATUN.GIRASOL.IFA
8420568600054,54.WC.AGERUL.CITRUS
8711327612372,72.MAGNUM.CLASSIC
8420568600016,16.WC.MARINA.AGERUL
8410843145189,89.JAMON.COCIDO.EX
8410184020459,59.AROZ.SOS.CALDOSOS
8410184020466,"66.AROZ,SOS.ENSALADAS"
8410184020442,42.AROZ SOS.POSTRES
8480012027967,"67.OXIGENO.ACTIVO.COLOR.,IFA"
8480012028018,18.OXIGENO.A.BLANCA
8480012000441,41.ACEITE.OLIVA.V.EXT.IFA
40144016,16.CARM.WETHERS.ORIGINAL
8410109123579,79.VALOR.COOKIES
8480012003558,58.CHOCOLATE.NARANJA.IFA
8480012003541,41.CHOCOLATE.FRESA.IFA
8480012031919,19.BOMBONES.SURTIDO.IFA
8410000809114,14.FONTANEDA.DIGESTIVE.400G
7622210608789,89.FONTANEDA.F.CHOCO
8410376059397,97.BARQUILLOS.GULLON.ZERO
7622210608765,65.FONTANEDA.F.CH.LECHE
8428020123936,36.LIMA.EXPRIMIDA.500ML
8428020123486,86.SOLIMAN.LIMON.EXP
8411135006256,"56.GEL,FIJ.EFC.MOJADO"
8411135005921,21.GEL.FIJ.EXT.FUERTE
8411135006263,63.GEL.FIJ.CON.TOTAL
5010061000098,98.TOMATE.NAPOLINA.P.TUBO
8480012022030,30.TOALLITAS.LIMPIA.GAFAS
8412129001622,22.VELON.BLANCO
8412129001615,15.VELON.ROJO
8437026962098,98.DULCE.DE.LECHE.440G
8410810276014,14.MOCITOS.MELOCOTON.1L
156187580,95.CAFR.BOMBON
8480012018125,"25,PIMENTON.PICANTE.IFA"
8480012017999,"99.AJO,MOLIDO.IFA"
8717163691618,"18.MAGNUM,C.COOKIES"
8480012018149,49.PREPARADO.POLLO.IFA
8438001616395,95.C.BOMBON.COOLIFE
8410128168209,"09,COLACAO.SHAKE"
8435257037288,88.NESQUIK.SHAKE
8410199026392,92.3D.BUGLES.LAYS
8436600452185,85.TGT.EMMENTAL
8410634083027,27.TGT.QUESO.RALLADO
8410634015868,68.TGT.5QUESO.C.Q.AZUL
3073781087840,40.MERIENDERS.LA.V.Q.RIE
156203154,46.CHORIZO.BLANCO
156203676,"49,SALCHILONCHA"
8410320382359,"59,MORTADELA,D,PAVO,C,ACEITUNA"
8436007950208,"08,SIROPE.FRESA"
8436007951243,"43,SIROPE,C,LIQUIDO"
7622210251060,"TRIDENTE,MENTA"
8416400611012,"TRIDENT,FRESA"
8416400610992,TRIDENT.HIERBABUENA
8480012008263,"63,NATA,COCINAR.IFA.200ML"
8410069018991,"MACARRON,NRO,6,GALLO"
8480012017784,"84,TOMATE,FRITO,IFA"
8480012005248,48.PATATA.ENTERA.IFA
3014260294243,43.GILLETTE.BLUEII.5+1
5011417549247,47.VEET.PURE.150ML
8410046661554,54.FLOTA.PARAISO.42LV
8410046661691,91.FLOTA.HIPOALERGENICO.42LV
8410261033112,12.VINO.BLANCO.D.GARCIA
8421920090025,25.PEIDRA.POMEZ.DISNA
4005900130761,61.NIVEA.MAN.CREMA.150ML
4005808801039,39.NIVEA.CREME.75ML
42182634,34.VASELINA.ORIGINAL
8423717001269,69.ROSCO.YOGURT.CUSTODIO
8480012032695,95.PEPINILLOS.MEDIANOS.IFA
8437000709701,01.VARITAS.PATATA.MOYANO
8436021259554,54.SUSPICOLINOS.ATUN.LANIÑA
8445290581181,81.PICCOLINIS.BUITONI.FORMAGGI
8445290581129,29.PICCOLINIS.BUITONI
8430017050064,64.VASOS.CAMPISOL.220CC.25U
8480012029121,21.TORTILLAS.INTEGRALES.IFA
4005900388674,74.NIVEA.MAN.INVISIBLE
4005900388636,36.NIVEA.BLACK&W.ORIGINAL
5000227503235,35.APPLE.PIE.AUNT.BESSIES
6111012100511,11.COUSCOUS.TRIA.1KG.MOYEN
615402760966,66.MUSS.COCOLOCO.800P
615402869874,74.MUSS.LOVE66.800P
8410199026385,85.FRITROS.BBQ.LAYS
156724398,"65.PEPITOS,AZUCAR.DONUTS"
8422114012960,60.TOTAS.GOURMET.ATRESANAL
8410500029463,63.DANONE.FRUTAS.BOSQUE
8422283940071,71.JUMPERS.42G
8410091111424,24.LOR.ESP.COLOMBIA
8000500423530,30.KINDER.HAPPY.HIPPO.1x5
3014260019907,07.CEPILLO.D.ORAL.B.MEDIO
3014260019365,65.CEPILLO.D.ORAL.B.MEDIO
8411428006307,07.CAMPEROS.275G
8480012020548,48.ARROZ.CON.LECHE.IFA
8413164024249,"49,MISTERCORN.MIX56"
5411188096474,74.ALPRO.SOJA.LIGERA.
8437012690080,80.CREMA.JAMON.C.IBERITOS
8437010603099,99.CREMA.JAMON.YORK.IBER
8437014143430,80.CREMA.PAVO.IBERITOS
8410014482358,58.GALLETA.NOCILLA.CHOCO
8410014493132,32.GALLETA.NOCILLA.NEGRA
8410014482365,65.GALLETA.NOCILLA.BLANCA
8720181478550,50.SUAV.MIMOSIN.BERGAMOTA
8720181478581,81.SUAV.MIMOSIN.LIRIO
8720181478567,67.MIMOSIN.ROSAS.SILVESTRES
8720181478604,04.MIMOSIN.FRESCOR
8720181478574,74.MIMOSIN.VIOLETA
8720181707063,98.SUAV.MIMOSIN.AZUL
8720181478611,11SUAV.MIMOSIN.JAZMIN
8720181707070,28.SUAV.MIMOSIN.CARICIAS
8718951658585,85.COLGATE.MAX.WHITE.ROJO.75ML
8411322010035,35.LACA.NELLY.125ML
8720181291999,99.DEO.DOVE.ADVANCED.C
8720181291951,51.DEO.DOVE.INVISIBLE
8006540765418,18.ESPUMA.GILLETTE.P.SEN
5900130036885,85.TOBLERON.MINI.PACK
7622201720742,42.TORTITAS.ROYAL
7622201720704,04.PASTEL.LIMON.ROYAL
8410127010691,91.MAIZENA.250G
8445291251946,46.BOMBONES.CAJA.ROJA.28U
5000394176645,45.DURACELL.AAA.PLUS.4U
8410412220309,09.CHAMPU.ACE.OLIVA.BABARIA
8410761700064,64.LAGARTO.AZUL
8432011600443,43.PILAS.EXTRASTAR.1.5V
8422839077084,84.PINZA.DEPILAR
8435153301131,31.CORTAUÑAS
4752256001398,"98.TIRITA.20UINFANTIL,STAR.COTT"
4752256001435,35.TIRITA.30U.STAR.COTT
8422839078364,64.HILO.DENTAL.SPORTE
7310680020100,00.FOSFOROS.GOLONDRINA
8426583009094,94.ESPONJA.LIMPIACALZADO
8410088000212,12.ALCOHOL.ROMERO
7622300362652,52.MINI.PRINCIPE
7622300766610,10.MILKA.CHOCO.COOKIES
7622210776167,67.OREO.CHOCO.BROWNIE
8411878106213,"13,REGASUELO.NATURE,KIRIKO"
8411878405118,"18,LEJIA,DENSA,L,1,5L,KIRIKO"
8411878905212,"12.FREGASUELO,NA,MENTA,KIRIKO"
8411878306217,17.FREGASUELO.ROMANCE.KIRIKO
8480012021095,95.TOALLITAS.H.P.ATOPICAS.IFA
8412427136200,00.HARINA.DE.FREIR.LASPANAERAS
8410498210072,72.LAVAVAJILLA.MISTOL
4005808222728,28.ESPUMA.DE.AFEITAR.SENSITIVE.NIVEA
8410810013503,03.UVAS.PELADAS.PACK2
8421464011777,77.PIPAS.MALAGEÑAS.SIN.MIJILLA.SAL
8422114112967,67.TOTAS.EXTRA.CRUJIENTES
8422114172961,61.TOTAS.CAMPESINAS
5607015007441,41.ROLLO.COCINA.JOKER.2U
8410109000023,23.VALOR.P.CACAO.NATURAL
5449000330024,24.FUZE.TEA.MARACUYA
4009233000517,17.BUITONI.ESPECIALE
4009233000432,32.BUITONI.DIAVOLA
8015673026914,14.ITALPIZZA.VEGANA
8420321030319,19.RABAS.FRIPOZO.400G
8434702003717,17.ARROZ.POLLO.FINDUS
8437015346557,57.KEBAB.POLLO
4001724022442,42.PIZZA.P.SIN/G.
8480012033364,64.DATIL.MADJOUL.IFA
8480012013571,71.SALTEADO.TRADICIONAL.IFA
8420321691855,55.ARROZ.POLLO.240G
8480012042007,07.ARROZ.T.DELICIAS.IFA
8413993141360,60.RELLENO.FAJITAS
8410184041539,39.AVENA.C.BRILLANTE
8410184800082,82.ARROIZ.C/VERDE.BRILLANTE
8410140026310,10.SARDINILLAS.LIMON
8410140026518,18.SARDINILLAS.OLIVA
8420535920826,26.SEMILLAS.CHIA
8410095005002,02.CEREZAS.ALMIBAR
8410091070523,23.CAFE.SAIMAZA.FUERTE
7613287494191,91.FELIX.FANTASTIC.4CARNE
7613287494306,06.FELIX.F.POLLO.ATUN.SALMON.B
3017760002707,07.MIKADO.CHOCOLAT.NOIR
8410022116658,58.PEPITO.CHOCO.RELLENO.CREMA
8410022116665,65.PEPÌTO.AZUCAR
8410022116641,41.XUXO.BOMBON
8410014503275,75.NOCILLA.CHOCO.MIX.STICK
8423352106947,47.BEBIDA.AVENA.BARISTA.YOSOY
7622300787844,44.MILKA.LU
8428594006079,79.SESAMO.AJONJOLI.TOSTADO
8410634009614,14.QUESO.GRATINAR.OGGI
8480012020661,61.4.QUESO.IFA
8410320356046,46.PIZZA.ATUN.CEBOLLA
8436615680436,36.NUII.CALIFORNIAN
8000500269169,69.KINDER.CARDS.5U
8000920461235,35.CALIPO.COLA
8437009575390,90.BARRITA.SIN.GLUTEN
8437009575413,13.PEPITO.SIN.GLUTEN
8480012040232,32.BEBIDA.AVELLANAS.IFA
8436021259530,30.SUSPICOLINOS.LANIÑO
8480012038482,82.ALIM.P.IFA.CARNE.VEGE.4KG
8480012004319,02.ALIM.P.IFA.CACH.M.P.ARROZ
8410300352440,40.SOPA.COCIDO.FIDEO.G/BLANCA
8410300101840,40.SOPA.POLLO.MARAVILLA
8410223908991,91.PALITOS.TURRON.CHOCO
8410223908977,77.PALITOS.TURRON.TRADICIONAL
8445291423299,99.TURROM.EXTRAFINO.NESTLE
5410126116953,53.CREAMA.LOTUS.BISCOFF
8410300348351,51.SALSA.BECHAMEL.G.BLANCA
8410300102427,27.SALSA.ROQUEFORT.G.BLANCA
8414445101239,39.CONC.CAÑA.DE.AZUCAR
8480012033852,52.CHOCOLATE.CRUJIENTE.IFA
8410091024892,58.INFUSION.DIGESTIVA.HORNIMANS
8410091104464,64.INFUSION.SUEÑOS.HORNIMANS
8423316011928,28.PALITOS.DE.MAR.NOS
8410069018946,46.PLUMAS.RAYADAS.GALLO
7322541146027,27.PAÑUELOS.COLHOGAR.PACK
8480012031551,51.GUANTES.MULTIUSOS.NITRILO.M/L
8422061009280,80.SALSA.CHIMICHURRI.MONTEALBA
8422061008405,05.SALSA.VERDE.MONTEALBA
8428076000410,10.DUREX.SENSITIVO.XL
8428076001035,35.DUREX.DAME.PLACER.3U
157669976,75.NIVEA.CREME.30ML
8436586150235,35.AZUCAR.CAÑA.M.BIO
8480012036815,15.CAFE.M.DESCAFENADO.IFA
8410300368489,89.CALDO.POLLO.JAMON.IB.G/B
8435094802339,39.VASO.TUBO.300CC.10U
8437017728382,82.AZUCAR.COCO.BIO
8410128789541,41.BI.FRUTAS.240ML.TROPICAL
8480012016121,21.LASAÑA.BOLOÑESA.IFA
8480012016138,38.CANELONES.DE.CARNE.IFA
8480012030912,12.LASAÑA.VEGETAL
8436540921864,63.BRAZOS.DE.AZUCAR.MELS
8436540921024,24.BRAZO.RERLLENO.DE.FRESA
850040427066,06.PRIME.ICE.POP
8436535742900,00.COPAS.CAVA.150ML.6U
5601856400751,51.PAPEL.HIGIEN.ESTRELA.12U
157754439,19.TWIRL.CADBURY.43G
7622210718693,93.MILKA.OREO
8001090959959,59.EVAX.FINA.SEGURA.13U
3045140105502,02.MILKA.CON.LECHE
8410573103671,71.POPITAS.PUNTO.SAL.100G
8412900401207,07.TE.VERDE.JENGIBRE.N.POMPADOUR
8436537528700,00.ENERDRINK.MANGO
8410199026293,93.PATATA.GOURMET.ORIGINAL.150G
8410199026514,14.PATATA.GOUTMET.ACEITUNA
8480012011140,2.PATATA.F.TRADICIONAL.IFA.2X150G
8412122030155,55.CEPILLO.PELO.BETER
8422608078311,11.CEPILLO.PELLO.ALINE
8412122121044,44.PEINE.BETER
8711000488188,88.LOR.ESP.CHOCOLATE
8711000488201,01.LOR.ESP.VANILLE
8711000431078,78.LOR.ESP.INDIA
8711000357583,83.ESPRESSO.ONYX.LOR
40067575,75.NIVEA.CREMA.30.M.L.
7622201815011,11.TRIDENT.AZUL
7622201814519,19.TRIDENT.VERDE
49814521,21.CHUPA.CHUPS
84198242,42.SMINT.LIMON.50U
8410031948745,45.SMINT.FRESA.50U
8410031945737,37.SMINT.PEPPERMINT.50U
8445290728791,"91.CER.KITKAT,NESTLE"
8410127010257,57.MAIZENA.700G
8445290871688,88.CAFE.D.G.RISTRETTO.BARISTA
7613036271882,82.CAFE.D.G.CAPPUCCINO
8410100020921,21.NESCAFE.CAPPUCCINO
8436042309146,46.SALSA.CHILI.DULCE
8413164025727,27.PAPA.DELTA.GREFUSA.75G
8711327641358,58.FILIPINOS.SANDWICH.XXL
8435094833463,"63.BOLSA.FELICES,FIESTA"
8428594005553,53.GARBANZO.TOSTADO.150G
8410494301392,92.PEPSI.ZERO
8410199026446,46.LAYS.PUNTO.AL.SAL.220G
8410199026477,77.RUFFLES.220G
4047008000683,83.AROMA.DE.VENILLA
8410069017499,99.SEMOLA.ESPECIAL.MIGAS
8410175083111,11.CORNY.PROTEIN.COOKIES
8410175081070,70.CORNY.PROTEIN.CHOCO
8428076001059,59.DUREX.SENSITIVO.SUAVE.3U
8428076000595,95.DUREX.NATURAL.12U
8008110002152,52.SALCHICHA.WUDY.QUESO
8436548780524,24.ALAS.POLLO.1KG
8420321036168,68.MERLUZA.YORK.QUESO
8420321692753,53.CORDON.BLEU.FRIPOZO
8420321073231,31.REVUELTO.GAMBAS
8420321010472,72.PATATA.GAJO.FRIPOZO
8422813000633,33.ACEITUNA.HUESO.BRAVO
8411741120384,84.SAL.HORNEAR.2KG
8411135265080,80.CERA.GEL.GIORGI
8718951603585,85.PALMOLIVE.FLOR/CEREZA.600ML
8718951603387,87.PALMOLIVE.ALMENDRA
3600542140775,"75.MASC.FRUCTIS.BANANA,GARNIER"
3600542140799,99.FRUCTIS.PAPAYA.GARNIER
8006540597279,79.EVAX.COTTONLIKE.NOCHE.8U
8001090050892,92.EVAX.C.NOCHE.ALAS.9U
8480012009482,82.ALCAPARRAS.IFA.180G
8006540767597,97.FAIRY.ULTRA.24.CAP
8480012042724,24.TOMILLO.IFA
8428076000502,02.DUREX.SENSITIVO.CON.12U
8412427113102,02.PAN RALLADA
8410320364546,46.CHORIZO.BLANCO.REVILLA
8410320363617,17.PAVO.ACEITUNA.NEGRA.CAMPOFRIO
8414100362333,33.SCHWEPPES.TONICA.L
8410762120168,69.PATE.IBERICO
8420321076713,13.CRUNCHY.GOUDA.FRIPOZO
8420321076805,"05.TENDERS,CAJUN.FRIPOZO"
8718951566682,COLGATE.HARBAL.ORIGINAL.75ML
7622210644817,17.CADBURY.D.MILK.F&%NUT
850003560991,99.PRIME.FRESA.SANDIA
8413164025666,66.GUBLINS.GREFUSA
8413164022887,87.PALITOS.CON.PIPAS
8006540588604,04.ARIEL.RAPIDA.DIS.65LAVADO
8006540891407,07.LENOR.LENZUOLA.P.25LV
8410261657424,24.LIMONADA.N.DON.SIMON.1.5
8425402394281,BOLSA
8410128191672,72.COLACAO.PAK.9.AHORRO
8436042309122,"22.SALSA,TERIYAKI.ASIAN.250"
8480007807000,00.BOLSA.COMPRA.HOLA
8410376036169,69.GALLETA.MARIA.SIN.GLUTINE
8434165581821,21.CHOCO.FLAKES.520G
8436048964950,50.MINI.DINOSOURUS.CHOCO.120G
8431216001048,"48.REGAÑAS.OLIVA,250G"
8592084412203,03.PROTEIN.CRUNCH
8480012045787,"87.P,FRITA.EXTRACRUJIENTES.IFA"
8480012045756,"56.PATATA,CAMPESINAS.IFA"
8411428005676,76.PATATA.F.PAJA.180G
8410108123402,02.TOALLITAS.DODOT.SENSITIVE.54
8410091025011,11.TE.VERDE.HORNIMANS
8410134026500,00.MERMELA.V.FEBRICA.NARANJA.AM
158533027,75.TOMATE.NATURAL.ENTER.IFA
7622210991652,52.PHILADELPHIA.SALMON
8410128110741,YOGUR.PASCUAL.4U
8480012041802,02.VASO.CARTON.IFA
8480012004975,75.TOMATE.ENTERO.IFA
8480012045541,41.DETER.ROPA.NEGRA.IFA
8480012041819,19.VASO.CARTON.120ML.20U
8435094805323,23.VASOS.BLANCO.220CC.30U
8436600452390,90.QUESO.ADAM.S/LACTOSA.TGT
8413164025710,10.TIRAS.BACONERAS.GREFUSA
8410500028787,87.DANONE.CHOCOLATE
8700216270380,80.ARIEL.BASICO.
8700216336451,51.ARIEL.TODOEN1.18U
8410500021757,57.YOGUR.OIKOS.ARANDANO
8410500021849,49.YOGUR.OIKOS.M.CANELA
8410740903103,03.CONGUITOS.175G
8410261604619,19.MANZANA.DON.SIMON.PACK
8410843149156,56.JAMON.COCIDO.ELPOZO
8006540775820,20.ARIEL.TODOEN1.12U
8410946000446,46.AZUCAR.STICKS.50UNIDAD
8480012046463,63.FILM.TRANSPARENTE.80M.IFA
4001724017660,60.PANNINI.BACON.CRPY
8410074003944,44.PANNINI.4QUESOS
4001724043478,78.PANNINI.ATUN
8410261650081,"81.MULTIFRUTA.D.DON.SIMON1,5.L"
8480012003992,92.CORAZON.D.ALCACHOFA.IFA.280.G.
8480012004081,81.ESPARRAGO.BLANCO.LARGO.IFA.345
8410422007792,92.GUACAMOLE.CHOVI
8410320382106,06.BACON.OSCAR.MAYER
8480012014400,00.POP.CORN.SAL.IFA
8480012014394,94.POP.CORN.MANTEQUILLA.IFA
8423128111304,04.KEBAB.POLLO.SIMONS
8410109109832,32.VALOR.85%CACAO
8410376060461,61.DIGESTIVE.AVENA.GULLON
8436563420122,22.SERVILLETAS.CELLIA.
8414204141322,22.AROS.CEBOLLAREBOZADOS
8420321030593,93.FRUTAS.DE.MAR.FRIPOZO
8420321074306,06.BOCADITO.DE.MAR.1KG
8436548780531,31.JAMONCITROS.POLLO.1KG
8410705023549,49.CHURROS.RELLENO.240G
8410063003962,62.VARITAS.MERLUZA.PESCANOVA
8437019496982,82.FLEMENQUINES.POLLO.LAPERLA
8411893030616,16.TORTA.ACEITE.TRADICIONAL
8410637115671,71.INES.ROSALES.OLIVA
8414100301240,40.SCHWEPPES.1L
8480012017029,29.SAL.FINA.IFA
8436540921031,31.BRAZO.RELLONO.NATA
8414100301752,52.SCHWEPPES.LIMON
8425526401636,365.SALTEADO.DE.PASTA.ORIENTAL
637902548257,57.MUSS.T.STRAWBERRY.800PUFFS
637902381472,72.MUSS.T.PEACH.800PUFFS
8410022116092,8411062062042
8436548782634,34.TRASEROS.POLLO.AVINATUR.2KG
8480012019962,62.ESTROP.ECERO.INOX.IFA
96116838,38.BOVRIL.125G
8410740006811,11.LACASITOS.TUBO.20G
5900951247972,72.CHOCOLATINA.M&M.90G
5900951247897,97.CHOCOLATINA.M&M.PEANUT
8410961305052,52.BASTONCILLOS.STARCOTT.100U
4009900549936,36.ORBIT.MENTOL.FUERTE.B
84164773,73.HALLS.CITRUS.MIX
8480012035481,81.SAL.ROSA.HIMALAYA
8410156072882,82.MINIS.ORIGINAL.275G
8410500029791,91.DANONE.PROTEINA.N.DIARIO
8000500101308,08.KINDER.JOY.PAK
8428489530016,16.NUEZ.PELADA.100.G.SAGACOR
8428489601624,24.PISTACHO.TOSTADO.150G.SAGACOR
7640427573478,78.SEWEY.PRIME
8434165564619,19.WAFER.FRESA.CUETRA
8434165442863,"63.WAFERE.COCO,CUETARA"
159145498,05.YOSOY.SOJA.0%AZUCAR
242305207,70.PANCAKES.SHAKER.MAIZENA
4000400156563,63.CREPES.SHEKER.MAIZENA
7613036569927,27.SOLUBLE.EKO.150G
8410100020709,09.NESCAFE.GOLD.100G
8435037800743,43.PIMIENTO.CHORICERO
8051369004330,30.MAXIBON.JUNGLY.BLANCO
8423352100105,05.YOSOY.SOJA.0%.AZUCAR
8480012026823,23.GENGIBRE.MOLIDO.IFA
8480012017951,51.AZUCAR.MOLIDA.IFA
8480012018354,54.OREGANO.MOLIDO.IFA
8480012045534,34.DETER.COLONIA.IFA.3L
8480012010716,16.MASA.EMPANADA.IFA
8410091070608,08.CAFE.DESCAFEINADO.SAIMAZA.CAP
8720181297571,71.AXE.AGUA.BERGAMOT
8410500002961,61.ACTIVIA.NATURAL
5411188126478,78.ALPRO.SABORES.125G
5411188113416,16.ALPRO.MELOCOTON.PIÑA.MCYA
8410069018564,64.GALLO.PLUMAS.SIN.GLUTEN
8410069018939,39.MACARONE.PLUMA#3.GALLO
159217558,01.LENOR.PERLAS.FRESH
8006540662786,86.LENOR.PERLA.ARIEL
8435495840824,24.GEL.WC.VIAKAL
8720181029233,33.AXE.BLACK
8480012030783,83.BOLSA.BAS.JARDIN.100.L.IFA
8480012013083,83.TIRASBACON.IFA
8410436480574,74.VERNEL.F/CONTROL.80.LVDO
8480012020524,24.NATILLA.DE.VAINILLA.IFA
8420756002738,38.ARROZ.CON.LECHE.4.U
8412800006168,68.FLAN.DE.HUEVO.SIN.LACTOSA
8410843149170,70.PECHUGA.PAVO.ELPOZO
8413164025628,28.SNATTS.AJO.PEREJIL
8423128110086,86.ANGUS.BURGER
5449000205520,20.SPRIT.LATA.330ML
8423717025104,04.MAGDALENA
8480012021651,51.SALCHICHA.FRANKFURT.PACK4
8410843142379,79.BIG.PAVO.ELPOZO.PACK3
8410320127363,63.FRANKFURT.LA.ORIGINAL.PACK4
8425986060084,84.REINA.BUTTERMILK.ENTERA
50312719,19.TWIRL.CADBARY
8434165660724,24.CHOCO.FLAKES.CUETARA
8711327319660,60.CORNETTO.CLASSICO.90ML
8480012039946,46.PATE.CON.BUEY.GATO
8410500012120,20.ACTIVIA.NATURAL.EDULCORADO
4005900986122,22.PROT.LABIOS.LIPOSAN
8480012012611,11.GALLETA MARIA.DORADA.IFA
8410660034543,43.ACEITE.V.EX.ESPÀÑOLA.SP
8480012032633,33.CEBOLLETA.BLCA.IFA
8410843129905,05.JAMON.COCIDO.EXT.ELPOZO
8410069020567,67.SALSA.QUESO.GRANA.PODANO
8711000501009,09.TASSIMO.EXPRESSO.MARCILLA
8711000703397,97.TASSINO.LATTE.MACCHIATO.8x
8006540991701,01.LENOR.FRESH.PERLAS
8410376047578,78.GALLETA.DIGESTIVE.ORANGE.AV.GULLON
8410090912411,11.FILETE.DE.CABALLA.BAJO.EN.SAL
8480012009000,00.ACEITUNA.RELLENA.ANCHOA
8410199013026,26.IFORNO.PISTACHOS.70G
8410199013040,40.IFORNO.COCKTEL.95G
8410199013002,02.IFORNO.ALMENDRAS.83G
8410175033239,39.MERIENDA.HERO.BABY
8430173290571,71.PILAS.SEGASA.ALCALINA
8480012012079,79.PILA.SUPER.ALCALINA.IFA.4U
8423128110918,18.PINCHITO.POLLO.SIMONS
8436000037418,18.PAN.DE.HIGO.C/ALMENDRAS
3800020403631,31.KITKAT.CHUNKY.42G
7622210644794,94.MILKA.HAPPY.COWS
7622300590062,62.MILKA.RASBERRY.CREME
8422061008603,03.MOJO.PICON.MONTEALBOR
8480012000472,72.ACEITE.OLIVA.VERGEN.IFA
8480012039700,00.P.HIGENICO.ACOLCHADO
8480012011638,38.ALUBIAS.BLANCAS.C/VERDURAS
8410109003178,78.CHOCOLATE.C/ALMENDRAS.VALOR
8410109003208,08.CHOCOLATE.C/LECHE.O%.A
80361497,97.GOLD.CON.SALMON.GURMET
7613036226868,68.GOLD.CON.POLLO.GOURMET
7613036227124,24.GOLD.CON.ATUN.GOURMET
80393320,20.GOLD.CON.BUEY.GOURMET
8445255105308,08.CEPILLO.PELO.DICARLA
8414213160109,09.SUPER.GOM.8G
8886467000560,60.LUX.SOFT.TOUCH.80G
8999999527709,09.LUX.AQUA.SPARKLE.80G
8999999527693,93.LUX.MAGICAL.SPELL.80G
159792090,77.LUX.VELVET.TOUCH.80G
8410762223029,29.MASA.FINA.DE.PIZZA
8411700020182,82.NATA.MONTADA.PULEVA
8006540991695,95.PERLAS.D.PERFUME.ORQUIDEA
8700216477499,99.PERLAS.DREAMS.PERFUMADA
5449000236623,23.FUZE.TEA.MELOCOTON
8410199026484,84.BOCABITS.LAYS
8413178338882,4X4.LACES
8886467000577,77.LUX.JAVON
8410134026647,47.MERMELA.V.FEBRICA.FRAMBUESA
5053990161966,66.TEXAS.BBQ.SAUCE
5449000236630,30.FUZE.TEA.MELOCOTON
8411135007284,84.JABON GLICERINA
5011053003325,25.PUSH.POP.COLA
5011053013591,91.JUICY.DROP.POP.COLA
8423717026002,02.MAGDALENAS.ACEITE.OLIVA
4002160092327,27.GRANINI.MELOCOTON.200ML
4002160092334,34.GRANINI.NARANJA.200ML
8431707107297,97.GRANINI.MULTIFRUTAS.200ML
8410946000026,26.AZUCAR.BLANCO.ACOR
8700216594059,59.PANTENE.CUIDADO.CLASICO.325ML
8480012018088,88.NUEZ.MOSCADA.IFA
8410239040333,33.MASA.EMPANADILLA.BUITONI.16U
8420209043035,35.VINO.BLANCO.G.DUQUE.PACK.3
8000500357347,47.KINDER.PLUM.CAKE
8410148516400,00.MIX.FRITOS.BORGES
8410148516349,49.ANACARDOS.BORGES
8410148516363,63.PISTACHO.BORGES.50G
8410148516448,48.CACAHUETES.BORGES.80G
8410148516325,25.ALMENDRAS.FRITAS.55G.BORGES
8410148516387,87.NUECES.50G.BORGES
84460547,47.CHUPA.CHUPS.XL
8480012018538,38.BOLSA.D.BASURA.PERFUMADA.IFA
